title,source,published_at,url,description,score,label
Ten Policies To Unlock Entrepreneurial Talent,Forbes,2024-06-20,https://www.forbes.com/sites/philipsalter/2024/06/20/ten-policies-to-unlock-entrepreneurial-talent/,"Whoever forms the next government must empower young people with the skills they need to start, grow and sustain a business.",0.4882461130619049,positive
"Nvidia, now the most valuable company on Wall Street, is buoying indexes to record levels despite weaknesses in the economy",Fortune,2024-06-20,https://fortune.com/2024/06/20/nvidia-most-valuable-company-on-wall-street-buoying-indexes-to-record/,"The S&P 500, Dow Jones Industrial Average, and Nasdaq composite were all up around 0.2% after the chip maker's stick price rose 2.8%.",0.5596486926078796,positive
Why CEOs Are Key For Empowering Employees To Embrace AI,Forbes,2024-06-20,https://www.forbes.com/sites/forbeshumanresourcescouncil/2024/06/20/why-ceos-are-key-for-empowering-employees-to-embrace-ai/,HR leaders can support the executive team in preparing employees to embrace AI adoption.,0.6244158744812012,positive
The Dungeon Coach Shares His Vision Of DC20 On Kickstarter,Forbes,2024-06-21,https://www.forbes.com/sites/robwieland/2024/06/21/the-dungeon-coach-shares-his-vision-of-dc20-on-kickstarter/,The Dungeon Coach looks to change the fantasy game with his DC20 role playing game Kickstarter which is currently raising seven figures on Kickstarter.,0.7731333374977112,positive
Leveraging Technology To Transform The Credit Card Industry,Forbes,2024-06-21,https://www.forbes.com/sites/forbestechcouncil/2024/06/21/leveraging-technology-to-transform-the-credit-card-industry/,It's possible to create financial companies that enhance customer well-being intentionally while also being focused on profit generation.,0.619626522064209,positive
When Women Mean Business For Women,Forbes,2024-06-21,https://www.forbes.com/sites/shaheenajanjuhajivrajeurope/2024/06/21/when-women-mean-business-for-women/,The Invest in Women Taskforce puts money at the heart of growth for high-growth female entrepreneurs in the UK focusing on access to VC and private equity funding,0.7010126113891602,positive
Breaking Point: The Toll Of The Mental Health Crisis On Businesses,Forbes,2024-06-21,https://www.forbes.com/sites/forbesbusinesscouncil/2024/06/21/breaking-point-the-toll-of-the-mental-health-crisis-on-businesses/,"Leaders are in a unique and powerful position where they can lead the charge toward a more resilient, healthy and profitable future.",0.9595090746879578,positive
Political Turmoil In Europe Blamed For Killing The Golden Goose IPO,Forbes,2024-06-20,https://www.forbes.com/sites/markfaithfull/2024/06/20/political-turmoil-in-europe-blamed-for-killing-the-golden-goose-ipo/,Europe can't buy a decent IPO just now and the market got yet another kick this week as Golden Goose suddenly spiked an intended listing on the Milan stock exchange.,0.1392122507095337,negative
"62% Of Voters Support Climate Action, Especially Women, New Study Finds",Forbes,2024-06-22,https://www.forbes.com/sites/joanmichelson2/2024/06/22/62-of-voters-support-climate-action-especially-women-new-study-finds/,Women voters will drive this election and they care a lot about global warming. Here's what a new study found and how to motivate women voters.,0.5619470477104187,positive
Seizing The Moment On A Global Plastics Treaty: Finding The Common Ground To Mobilize Private Capital,Forbes,2024-06-21,https://www.forbes.com/sites/robkaplan/2024/06/21/seizing-the-moment-on-a-global-plastics-treaty-finding-the-common-ground-to-mobilize-private-capital/,Getting a global plastics agreement – even to a minimum set of standards and policies – would be a huge win towards unlocking investment.,0.9019871950149536,positive
U.S. Navy Using Social Media To Counter Houthi Disinformation,Forbes,2024-06-20,https://www.forbes.com/sites/petersuciu/2024/06/20/us-navy-using-social-media-to-counter-houthi-disinformation/,"The light-hearted posts may not convince some in the Middle East, where many are quick to believe the carrier has been hit by drones and missiles",0.2899906039237976,negative
Electronic Warfare Is Screwing Up Food Delivery Apps And ‘Find My’ Location Tracking In The Middle East,Forbes,2024-06-20,https://www.forbes.com/sites/iainmartin/2024/06/20/electronic-warfare-is-screwing-up-food-delivery-apps-and-find-my-location-tracking-in-the-middle-east/,The signal jammers Middle Eastern nations are using to thwart drones and missile attacks have an unintended side effect – disrupting GPS systems for phones and other devices in neighboring Cyprus.,0.3535711169242859,negative
Software Projects In 2024: Three Initiatives To Pursue Now And Three To Postpone,Forbes,2024-06-21,https://www.forbes.com/sites/forbestechcouncil/2024/06/21/software-projects-in-2024-three-initiatives-to-pursue-now-and-three-to-postpone/,"When budgets are going down, many people start by cutting down on UI/UX. That can be a costly move.",0.34041744470596313,negative
Forbes Daily: Nvidia Continues To Prove It’s An AI Juggernaut,Forbes,2024-06-20,https://www.forbes.com/sites/daniellechemtob/2024/06/20/forbes-daily-nvidia-continues-to-prove-its-an-ai-juggernaut/,"Thursday's edition of Forbes Daily covers the world's new most valuable company, a new Boeing headache, America's Best Banks list, Waabi's autonomous trucking and more.",0.8134542107582092,positive
Water Sickness Map Shows US States Worst Hit This Century,Newsweek,2024-06-20,https://www.newsweek.com/water-sickness-florida-ohio-new-york-illness-cdc-1915212,"Florida, Ohio and New York has had the most waterborne outbreaks in the years between 2000 and 2021.",0.29914700984954834,negative
"4 ways to earn $1,000 with a CD now",CBS News,2024-06-20,https://www.cbsnews.com/news/ways-to-earn-1000-with-a-cd-now/,"There are many ways to earn a substantial return in today's high CD rate climate. Here's how to earn $1,000 now.",0.7475528120994568,positive
"Greece's Summer of Hell: Tourists Dropping Dead, Wildfires and 112-Degree Heat",Newsweek,2024-06-20,https://www.newsweek.com/greece-summer-tourism-2024-death-wildfires-1915485,"Extreme heat is causing widespread fires, closures and deaths. And it's only June.",0.0899539589881897,negative
America's Middle Class Is Shrinking,Newsweek,2024-06-20,https://www.newsweek.com/america-middle-class-shrinking-1913772,"The share of Americans living in middle-class households has shrunk since 1970, as their income growth hasn't kept up with that of the upper-income tier.",0.3521249294281006,negative
Families Belong Together. Thank you President Biden for the Relief for Immigrants | Opinion,Newsweek,2024-06-20,https://www.newsweek.com/families-belong-together-thank-you-president-biden-relief-immigrants-opinion-1915344,Families belong together—and the President is right to create a path for people to be with those who they love.,0.8407213091850281,positive
Mothers are back at work. Here’s why we shouldn’t be too quick to celebrate,Fortune,2024-06-21,https://fortune.com/2024/06/21/mothers-back-work-celebrate-labor-jobs-women-economy/,"In the absence of a social safety net, moms end up filling low-wage, no-benefit, dead-end jobs in retail, food service, home health, and childcare.",0.3220938444137573,negative
Chinese carmakers are losing their appetite for Europe after the EU imposed tariffs on their EVs,Fortune,2024-06-20,https://fortune.com/asia/2024/06/20/china-carmakers-less-confident-investing-in-europe-after-eu-tariffs-survey/,"Over 80% of Chinese vehicle firms are less confident about investing in Europe in the near-term, reports a China Chamber of Commerce to the EU survey.",0.3336157202720642,negative
Stock market today: S&P 500 and Nasdaq head for new highs as Nvidia rally pushes on,Business Insider,2024-06-20,https://markets.businessinsider.com/news/stocks/stock-market-today-sp500-nasdaq-record-highs-nvidia-jobless-claims-2024-6,Major averages were headed for another all-time high Thursday amid Nvidia's big rally this week. Jobless claims continued to hover near 10-month highs.,0.7041536569595337,positive
The 10 Best Performing Stocks So Far In 2024,Forbes,2024-06-21,https://www.forbes.com/sites/investor-hub/article/10-best-performing-stocks-in-2024/,Looking to see which stocks have performed best this year? See our list of the top 10 stocks based on return performance so far in 2024.,0.8238765597343445,positive
Why going cashless has turned Sweden from one of the safest countries into a high-crime nation,Fortune,2024-06-21,https://fortune.com/europe/2024/06/21/why-going-cashless-has-turned-sweden-from-one-of-the-safest-countries-into-a-high-crime-nation/,"In just a decade fraud has almost doubled from just under 9,000 to over 23,000 in 2023.",0.30927789211273193,negative
Woman Resents Being Told Partying Is Superficial—'Celebrate This Life',Newsweek,2024-06-21,https://www.newsweek.com/woman-resents-being-told-partying-superficial-tiktok-1915874,"""Fun and friendship [are] so important!!!!"" one user said in response to the TikTok video.",0.9388782978057861,positive
Stephen King's Election Comment Gains Momentum,Newsweek,2024-06-20,https://www.newsweek.com/stephen-kings-election-comment-goes-viral-1915099,The ages and cognitive abilities of President Joe Biden and Donald Trump have been major talking points as both have made regular gaffes on the campaign trail.,0.39014583826065063,negative
Ukraine Drone Strikes Set Two Russian Oil Depots Ablaze,Newsweek,2024-06-20,https://www.newsweek.com/ukraine-drone-strikes-russia-oil-refineries-fire-bomb-1915085,"Fires broke out at oil refineries in two Russian regions, local officials said.",0.3548740744590759,negative
One of Russia's Largest Oil Refineries 'Damaged' in Overnight Drone Barrage,Newsweek,2024-06-21,https://www.newsweek.com/russia-oil-refinery-hub-ilsky-krasnodar-drone-attack-1915606,"""Our region's civilian infrastructure came under a massive attack by the criminal Kyiv regime,"" an official said.",0.11285322904586792,negative
'Bar Rescue' Jon Taffer Praises Donald Trump: 'Thrilled',Newsweek,2024-06-21,https://www.newsweek.com/bar-rescue-jon-taffer-praises-donald-trump-waive-tip-taxes-restaurants-1915842,The television personality applauded the former president's proposal to waive taxes on tips in the food industry.,0.6670613884925842,positive
Housing Market Gets Bad News as Construction Drops,Newsweek,2024-06-20,https://www.newsweek.com/housing-market-gets-bad-news-construction-drops-1915261,"New construction declined in May, a signal of supply issues in the housing market.",0.47154319286346436,negative
"No, Women Don't Need a 'New Economic World Order.' We Just Need Freer Markets | Opinion",Newsweek,2024-06-20,https://www.newsweek.com/no-women-dont-need-new-economic-world-order-we-just-need-freer-markets-opinion-1913912,Many of the world's poorest countries are poor in part because their governments impose undue restrictions on private-sector economic activity.,0.19654113054275513,negative
Bird Flu Outbreak: Why Experts Say Egg Prices Could Skyrocket,Newsweek,2024-06-20,https://www.newsweek.com/bird-flu-pandemic-outbreak-dairy-shortage-1915327,"Egg prices had declined following a spike in 2022, but are climbing as bird flu hits chicken flocks in Iowa and Minnesota.",0.46401602029800415,negative
Xi Jinping's Aggressive Talk About Taiwan Is Hiding a Reluctance to Act | Opinion,Newsweek,2024-06-21,https://www.newsweek.com/xi-jinpings-aggressive-talk-about-taiwan-hiding-reluctance-act-opinion-1915941,Is Xi Jinping with his words merely acting? Or is he about to act? We now have to assume the worst.,0.4693618416786194,negative
The 2024 Forbes World’s Most Influential CMOs List,Forbes,2024-06-20,https://www.forbes.com/sites/sethmatlins/2024/06/20/the-2024-forbes-worlds-most-influential-cmos-list/,"Forbes has released the 2024 Forbes World's Most Influential CMOs list, recognizing 50 chief marketers from around the world whose influence stands apart.",0.7192237377166748,positive
An airline startup that hopes to fly Airbus A380s between New York and London is delaying its launch to 2025,Business Insider,2024-06-20,https://www.businessinsider.com/startup-global-airlines-delays-launch-of-transatlantic-airbus-a380-flights-2024-6,"Since its launch, Global has touted a luxurious interior for its A380, which is planned to have 471 seats in economy, business, and first class.",0.8758814334869385,positive
"An Arkansas county doesn't want families to move. It's offering them up to $50,000 to build or renovate their homes.",Business Insider,2024-06-18,https://www.businessinsider.com/arkansas-pay-you-move-renovate-home-incentive-steel-production-2024-6,"Mississippi County, Arkansas is offering new and existing residents up to $50,000 toward their dream home.",0.5590707063674927,positive
The retirement Catch-22,Business Insider,2024-06-18,https://www.businessinsider.com/retirement-crisis-blackrock-letter-boomers-work-longer-employer-age-discrimination-2024-6,Wall Street wants boomers to work longer. But nobody wants to hire them.,0.35968488454818726,negative
"I booked a weeklong trip to a mystery destination. I had a lot of fun, but I'd do a few things differently next time.",Business Insider,2024-06-20,https://www.businessinsider.com/booked-solo-trip-surprise-travel-agency-sort-of-worth-it-2024-6,"I booked a surprise trip to a mystery destination. The company planned everything for me, from flights and accommodations to tours and activities.",0.69610595703125,positive
I run a 7-figure online business and half my sales come from TikTok. Here's how I'm preparing for the worst if the app gets banned.,Business Insider,2024-06-19,https://www.businessinsider.com/million-dollar-online-business-sales-tiktok-ban-2024-6,Mason Kuhr's online business brought in $3.8 million in the last 12 months selling wellness products. He heavily relies on TikTok for advertising.,0.5873465538024902,positive
The Gig Economy Is Here To Stay—Here's How To Embrace It,Forbes,2024-06-20,https://www.forbes.com/sites/jackkelly/2024/06/20/gig-economy-success-tips/,"Discover practical strategies to thrive in the gig economy, where flexibility and innovation are key. Learn how to adapt and succeed in this evolving landscape.",0.7243314385414124,positive
Cars.Com American Made Index Reveals No All-American Vehicles,Forbes,2024-06-18,https://www.forbes.com/sites/edgarsten/2024/06/18/carscom-american-made-index-reveals-no-all-american-vehicles/,The South continues to rise in the annual Cars.com American Made Index looking at which vehicles contribute the most to the U.S. economy.,0.5137166380882263,positive
Extending Trump’s Tax Cuts: Why Long-Term Investors Should Be Concerned,Forbes,2024-06-20,https://www.forbes.com/sites/iansimmons/2024/06/20/extending-trumps-tax-cuts-why-long-term-investors-should-be-concerned/,"Tax cuts for billionaires are a bad deal for the vast majority of investors. Extending the TCJA in full would cost more than $3.3 trillion through 2033, by one estimate.",0.19446957111358643,negative
How A Booming Stock Market Impacts The Job Market,Forbes,2024-06-19,https://www.forbes.com/sites/jackkelly/2024/06/19/how-a-booming-stock-market-impacts-the-job-market/,"A sustained, fundamentals-driven stock market lift is generally positive for job creation, promotions and raises, as it signals economic strength and provides companies with resources for expansion.",0.92097008228302,positive
Stock market today: S&P 500 closes at fresh record high as Nvidia becomes world's biggest company,Business Insider,2024-06-18,https://markets.businessinsider.com/news/stocks/stock-market-today-record-nvidia-rally-market-cap-retail-sales-2024-6,"Nvidia overtook Microsoft to become the world's most valuable company, boosting the S&P 500 to a fresh high.",0.9498084783554077,positive
Forbes Iconoclast Summit 2024: How The World’s Top Investors Are Viewing The Bull Market,Forbes,2024-06-20,https://www.forbes.com/sites/hanktucker/2024/06/20/forbes-iconoclast-summit-2024-how-the-worlds-top-investors-are-viewing-the-bull-market/,Dozens of top investors and an audience with $20 trillion in assets under management discussed where they're still seeing opportunities and how new technology like AI will influence markets.,0.6710442304611206,positive
‘Black Women Are A Good Investment’: Inside Goldman Sachs’ $10 Billion Economic Plan,Forbes,2024-06-20,https://www.forbes.com/sites/jabariyoung/2024/06/20/black-women-are-a-good-investment-inside-goldman-sachs-10-billion-plan/,The Wall Street giant says it sprinkled nearly $3 billion in capital to expand the Black business community.,0.5483919978141785,positive
"Why It’ll Likely Be Easier Getting Into College, Even The Ivy League, This Coming Admissions Cycle",Forbes,2024-06-20,https://www.forbes.com/sites/annaesakismith/2024/06/20/why-itll-likely-be-easier-getting-into-college-even-the-ivy-league-this-coming-admissions-cycle/,"A drop in births after the 2008 global recession means fewer high school graduates now. With less competition, will that make getting into university easier?",0.46051663160324097,negative
Are “Technical Founders” The Key To Creating European Tech Giants?,Forbes,2024-06-19,https://www.forbes.com/sites/trevorclawson/2024/06/19/are-technical-founders-the-key-to-creating-european-tech-giants/,"Why does Europe lag behind in the race to create tech giants? According to research by early stage investor Antler, a lack of technical founders may be the problem.",0.30298417806625366,negative
Russia's Azov Sea Oil Refinery Engulfed in Flames after Drone Strikes—Video,Newsweek,2024-06-18,https://www.newsweek.com/russias-azov-sea-oil-refinery-engulfed-flames-after-drone-strikesvideo-1914080,Ukraine's drone strikes on Russia's oil assets have devastated the industry that makes up a significant share of Putin's war economy.,0.15982484817504883,negative
India's First Bullet Train Gives Huge Economic Boost,Newsweek,2024-06-18,https://www.newsweek.com/india-first-bullet-train-economic-boost-high-speed-rail-1912420,"India's bullet train project, aiming to connect Mumbai and Ahmedabad, could be a big boost for the local and national economy.",0.939746618270874,positive
Joe Biden Gets the Breakthrough With Voters He Was Praying For,Newsweek,2024-06-20,https://www.newsweek.com/joe-biden-economy-immigration-poll-1915209,A Fox News poll shows that more voters are feeling positive about the economy than at any point during the Biden administration.,0.8209640979766846,positive
Key Trends Shaping The Digital Payment Sector In Sub-Saharan Africa,Forbes,2024-06-18,https://www.forbes.com/sites/forbesbusinesscouncil/2024/06/18/key-trends-shaping-the-digital-payment-sector-in-sub-saharan-africa/,"The digital payment landscape in sub-Saharan Africa is going through a remarkable transformation, promising greater financial inclusion and economic empowerment.",0.9395588636398315,positive
"Rich Gen Zers and millennials are investing in jewelry, sneakers and fine wine instead of traditional assets, says Bank of America",Fortune,2024-06-19,https://fortune.com/2024/06/19/rich-gen-z-millennials-investing-jewelry-sneakers-fine-alcohol-bank-of-america/,Bank of America's Study of Wealthy Americans found Gen Z and millennials are more optimistic than Gen X and boomers about the state of the economy.,0.6338272094726562,positive
Ten Policies To Unlock Entrepreneurial Talent,Forbes,2024-06-20,https://www.forbes.com/sites/philipsalter/2024/06/20/ten-policies-to-unlock-entrepreneurial-talent/,"Whoever forms the next government must empower young people with the skills they need to start, grow and sustain a business.",0.4882461130619049,positive
Iceland Mulls Dynamic Pricing For Its Tourist Tax,Forbes,2024-06-18,https://www.forbes.com/sites/suzannerowankelleher/2024/06/18/iceland-dynamic-pricing-tourist-tax/,"Dynamic pricing is nothing new when it comes to airfare and hotel and Uber rates. But recently, pricing that fluctuates based on demand has also been sneaking into myriad other travel expenses.",0.3780234456062317,negative
"Nvidia, now the most valuable company on Wall Street, is buoying indexes to record levels despite weaknesses in the economy",Fortune,2024-06-20,https://fortune.com/2024/06/20/nvidia-most-valuable-company-on-wall-street-buoying-indexes-to-record/,"The S&P 500, Dow Jones Industrial Average, and Nasdaq composite were all up around 0.2% after the chip maker's stick price rose 2.8%.",0.5596486926078796,positive
3 Key Lessons Refugees Offer Corporate Leaders On Disruption,Forbes,2024-06-18,https://www.forbes.com/sites/sherzododilov/2024/06/18/3-key-lessons-refugees-offer-corporate-leaders-on-disruption/,"Discover how refugees' resilience and innovation offer crucial lessons for corporate leaders aiming to foster a culture of creativity, resilience, and hope in the workplace.",0.7257866263389587,positive
Why CEOs Are Key For Empowering Employees To Embrace AI,Forbes,2024-06-20,https://www.forbes.com/sites/forbeshumanresourcescouncil/2024/06/20/why-ceos-are-key-for-empowering-employees-to-embrace-ai/,HR leaders can support the executive team in preparing employees to embrace AI adoption.,0.6244158744812012,positive
The Skill Of Telling Stories,Forbes,2024-06-18,https://www.forbes.com/sites/forbesbusinesscouncil/2024/06/18/the-skill-of-telling-stories/,"Telling stories is a powerful skill that can be used to inspire, motivate and lead others.",0.9289478659629822,positive
Sustainable Manufacturing And Zero Carbon Ambition,Forbes,2024-06-18,https://www.forbes.com/sites/forbestechcouncil/2024/06/18/sustainable-manufacturing-and-zero-carbon-ambition/,"Machine learning is a powerful tool that can push boundaries, overcome challenges and contribute to a more sustainable manufacturing industry.",0.9593138694763184,positive
The Stealthy Buyer Can Torpedo Or Green Light Your Big Sale,Forbes,2024-06-19,https://www.forbes.com/sites/randyillig/2024/06/19/the-stealthy-buyer-can-torpedo-or-green-light-your-big-sale/,"Navigating new decision committees and influencers is a key to success in B2B sales. Salespeople are used to categorizing customers into main buying personas: assertive, amiable, ex...",0.5398126840591431,positive
Political Turmoil In Europe Blamed For Killing The Golden Goose IPO,Forbes,2024-06-20,https://www.forbes.com/sites/markfaithfull/2024/06/20/political-turmoil-in-europe-blamed-for-killing-the-golden-goose-ipo/,Europe can't buy a decent IPO just now and the market got yet another kick this week as Golden Goose suddenly spiked an intended listing on the Milan stock exchange.,0.1392122507095337,negative
Retail sales rose less than expected in May,CNN,2024-06-18,https://www.cnn.com/2024/06/18/economy/us-retail-sales-may/index.html,Sales at US retailers rose last month at an unexpectedly weak pace as US consumers continue to deal with still-high inflation and elevated interest rates.,0.5149606466293335,negative
Funding For Women’s Health: Unlocking The Power Of Women Investors,Forbes,2024-06-19,https://www.forbes.com/sites/geristengel/2024/06/19/funding-for-womens-health-unlocking-the-power-of-women-investors/,Women-accredited investors energized growth in VC investments in FemTech. They play a crucial role in improving women’s health innovations. More need to become LPs.,0.9400743842124939,positive
Why Gen Z Is Thriving In The Entrepreneur Life,Forbes,2024-06-18,https://www.forbes.com/sites/markcperna/2024/06/18/gen-z-thriving-entrepreneurship/,"Explore how Generation Z is thriving in entrepreneurship with their innovation, tech skills, and unique mindset, reshaping the business landscape.",0.9599676132202148,positive
Tax And Other Considerations: Commercial-To-Multifamily Conversions,Forbes,2024-06-18,https://www.forbes.com/sites/forbesfinancecouncil/2024/06/18/tax-and-other-considerations-commercial-to-multifamily-conversions/,Empty office spaces are not just an issue for landlords—they can affect other areas of communities.,0.33535945415496826,negative
U.S. Navy Using Social Media To Counter Houthi Disinformation,Forbes,2024-06-20,https://www.forbes.com/sites/petersuciu/2024/06/20/us-navy-using-social-media-to-counter-houthi-disinformation/,"The light-hearted posts may not convince some in the Middle East, where many are quick to believe the carrier has been hit by drones and missiles",0.2899906039237976,negative
Electronic Warfare Is Screwing Up Food Delivery Apps And ‘Find My’ Location Tracking In The Middle East,Forbes,2024-06-20,https://www.forbes.com/sites/iainmartin/2024/06/20/electronic-warfare-is-screwing-up-food-delivery-apps-and-find-my-location-tracking-in-the-middle-east/,The signal jammers Middle Eastern nations are using to thwart drones and missile attacks have an unintended side effect – disrupting GPS systems for phones and other devices in neighboring Cyprus.,0.3535711169242859,negative
Should You Pick Disney Over UPS Stock?,Forbes,2024-06-18,https://www.forbes.com/sites/greatspeculations/2024/06/18/should-you-pick-disney-over-ups-stock/,"Given its better prospects, we believe Disney stock (NYSE: DIS) is a better pick than UPS stock (NYSE: UPS). The decision to invest often comes down to finding the..",0.9246976375579834,positive
"Japan's exports last month grew at the fastest rate since November 2022, thanks to the weak yen",Fortune,2024-06-19,https://fortune.com/asia/2024/06/19/japan-exports-may-grew-fastest-rate-since-november-2022-weak-yen/,"Japan's exports grew by 13.5% in May, driven by double-digit growth in shipments of Japanese vehicles, electronics and machinery.",0.827793300151825,positive
"18 million Americans are house poor, a new study shows",CBS News,2024-06-18,https://www.cbsnews.com/news/home-prices-sales-house-poor-mortgage/,"Being house poor is defined as a homeowner who pays more than 30% of their monthly income on housing — including the mortgage, utilities and other costs.",0.46749019622802734,negative
Nvidia surges to become Wall Street's most valuable company as stock indexes reach new heights,Fortune,2024-06-18,https://fortune.com/2024/06/18/nvidia-market-cap-most-valuable-stock/,Nvidia was the strongest force pushing the S&P 500 upward as it lifted its total market value further above $3 trillion.,0.9385112524032593,positive
Forbes Daily: Nvidia Continues To Prove It’s An AI Juggernaut,Forbes,2024-06-20,https://www.forbes.com/sites/daniellechemtob/2024/06/20/forbes-daily-nvidia-continues-to-prove-its-an-ai-juggernaut/,"Thursday's edition of Forbes Daily covers the world's new most valuable company, a new Boeing headache, America's Best Banks list, Waabi's autonomous trucking and more.",0.8134542107582092,positive
Water Sickness Map Shows US States Worst Hit This Century,Newsweek,2024-06-20,https://www.newsweek.com/water-sickness-florida-ohio-new-york-illness-cdc-1915212,"Florida, Ohio and New York has had the most waterborne outbreaks in the years between 2000 and 2021.",0.29914700984954834,negative
"4 ways to earn $1,000 with a CD now",CBS News,2024-06-20,https://www.cbsnews.com/news/ways-to-earn-1000-with-a-cd-now/,"There are many ways to earn a substantial return in today's high CD rate climate. Here's how to earn $1,000 now.",0.7475528120994568,positive
Beyond The Pharaohs: How Egypt Fashion And Design Council Reclaims Cultural Heritage,Forbes,2024-06-18,https://www.forbes.com/sites/stephanrabimov/2024/06/18/beyond-the-pharaohs-how-egypt-fashion-and-design-council-reclaims-cultural-heritage/,"As Egypt Fashion Week gears up for its second-ever season in November, Cairo’s emerging fashion ecosystem is capturing international attention.",0.8666894435882568,positive
"Greece's Summer of Hell: Tourists Dropping Dead, Wildfires and 112-Degree Heat",Newsweek,2024-06-20,https://www.newsweek.com/greece-summer-tourism-2024-death-wildfires-1915485,"Extreme heat is causing widespread fires, closures and deaths. And it's only June.",0.0899539589881897,negative
2.4 Million Migrants Have Been Given Citizenship Through Spouses,Newsweek,2024-06-18,https://www.newsweek.com/biden-migrants-immigration-amnesty-executive-order-1914278,"""It's the right thing to do, and it's the smart thing to do,"" a senator said of President Biden's executive order on immigration.",0.7397482395172119,positive
America's Middle Class Is Shrinking,Newsweek,2024-06-20,https://www.newsweek.com/america-middle-class-shrinking-1913772,"The share of Americans living in middle-class households has shrunk since 1970, as their income growth hasn't kept up with that of the upper-income tier.",0.3521249294281006,negative
